OrderID,ProductID,ProductName,Category,Quantity,UnitPrice,total price,DiscountPercent,DiscountPrice,Profit,CostPrice
ORD10015,P109,USB Drive,Accessories,5,21542.9,107714.5,5,102328.77,30853.7,14295.01
ORD10016,P107,Notebook,Stationery,1,23710.93,23710.93,5,22525.38,5557.55,16967.83
ORD10017,P106,Desk,Furniture,4,34465.46,137861.84,20,110289.47,162.48,27531.75
ORD10018,P106,Desk,Furniture,5,4804.42,24022.1,5,22820.99,5151.39,3533.92
ORD10019,P100,Laptop,Electronics,5,27778.65,138893.25,5,131948.59,19651.72,22459.37
ORD10019,P109,USB Drive,Accessories,1,21173.53,21173.53,20,16938.82,1626,15312.82
ORD10019,P101,Mouse,Electronics,3,37544.19,112632.57,15,95737.68,9982.45,28585.08
ORD10020,P105,Office Chair,Furniture,5,49049.51,245247.55,15,208460.42,70202.77,27651.53
ORD10020,P104,Headphones,Electronics,3,1756.51,5269.53,5,5006.05,1747.53,1086.17
ORD10021,P108,Pen Pack,Stationery,3,15143.62,45430.86,5,43159.32,14228.2,9643.71
ORD10022,P101,Mouse,Electronics,3,25825.25,77475.75,15,65854.39,21388.14,14822.08
ORD10022,P100,Laptop,Electronics,3,32307.56,96922.68,10,87230.41,27154.12,20025.43
ORD10022,P104,Headphones,Electronics,3,36547.04,109641.12,20,87712.9,24088.11,21208.26
ORD10023,P105,Office Chair,Furniture,5,38386.99,191934.95,10,172741.45,51171.37,24314.02
ORD10023,P103,Monitor,Electronics,2,48811.45,97622.9,20,78098.32,5788.52,36154.9
ORD10023,P100,Laptop,Electronics,3,27013.07,81039.21,15,68883.33,15442.05,17813.76
ORD10024,P101,Mouse,Electronics,2,29136.98,58273.96,10,52446.56,13924.31,19261.13
ORD10025,P108,Pen Pack,Stationery,3,22797.53,68392.59,0,68392.59,26478.05,13971.51
ORD10026,P104,Headphones,Electronics,1,41835.47,41835.47,20,33468.38,7108.13,26360.25
ORD10026,P108,Pen Pack,Stationery,3,169.09,507.27,0,507.27,85.73,140.51
ORD10026,P102,Keyboard,Electronics,3,872.89,2618.67,15,2225.87,276.5,649.79
ORD10027,P104,Headphones,Electronics,2,4754.5,9509,10,8558.1,1590.48,3483.81
ORD10028,P109,USB Drive,Accessories,2,39933.95,79867.9,0,79867.9,31840.01,24013.95
ORD10029,P107,Notebook,Stationery,1,36772.04,36772.04,10,33094.84,4826.77,28268.07
ORD10029,P105,Office Chair,Furniture,1,46362.75,46362.75,20,37090.2,9317.95,27772.25
ORD10030,P102,Keyboard,Electronics,1,21096.32,21096.32,0,21096.32,7091.81,14004.51
ORD10030,P102,Keyboard,Electronics,2,19290.23,38580.46,20,30864.37,-1807.76,16336.07
ORD10030,P102,Keyboard,Electronics,2,2064.72,4129.44,20,3303.55,239.51,1532.02
ORD10031,P101,Mouse,Electronics,2,3322.23,6644.46,10,5980.01,1215.37,2382.32
ORD10031,P104,Headphones,Electronics,2,11940.53,23881.06,15,20298.9,2259.52,9019.69
ORD10031,P106,Desk,Furniture,1,16976.12,16976.12,5,16127.31,2497.94,13629.37
ORD10032,P108,Pen Pack,Stationery,2,21148.98,42297.96,5,40183.06,7072.22,16555.42
ORD10032,P108,Pen Pack,Stationery,2,10014.51,20029.02,20,16023.22,3630.98,6196.12
ORD10033,P105,Office Chair,Furniture,2,18205.56,36411.12,0,36411.12,16034.36,10188.38
ORD10033,P105,Office Chair,Furniture,2,6105.46,12210.92,0,12210.92,4339.32,3935.8
ORD10034,P103,Monitor,Electronics,5,9088.36,45441.8,10,40897.62,12254.64,5728.6
ORD10035,P109,USB Drive,Accessories,3,8443.76,25331.28,15,21531.59,5996.05,5178.51
ORD10036,P105,Office Chair,Furniture,3,41754.42,125263.26,20,100210.61,-4117.77,34776.13
ORD10036,P102,Keyboard,Electronics,2,24729.8,49459.6,5,46986.62,6780.4,20103.11
ORD10036,P108,Pen Pack,Stationery,3,10827.91,32483.73,0,32483.73,11551.11,6977.54
ORD10037,P101,Mouse,Electronics,3,32913.55,98740.65,20,78992.52,5269.63,24574.3
ORD10037,P106,Desk,Furniture,3,35867.62,107602.86,10,96842.57,24889.66,23984.3
ORD10037,P104,Headphones,Electronics,2,20139.92,40279.84,5,38265.85,5060.59,16602.63
ORD10038,P100,Laptop,Electronics,4,14374.33,57497.32,15,48872.72,9334.37,9884.59
ORD10038,P104,Headphones,Electronics,1,40847.43,40847.43,10,36762.69,11050.7,25711.99
ORD10039,P103,Monitor,Electronics,3,8534.95,25604.85,10,23044.37,7067.24,5325.71
ORD10039,P102,Keyboard,Electronics,4,4564.66,18258.64,0,18258.64,5141.44,3279.3
ORD10040,P103,Monitor,Electronics,1,14056.26,14056.26,20,11245.01,2406.12,8838.89
ORD10040,P109,USB Drive,Accessories,3,26654.49,79963.47,10,71967.12,13963.55,19334.52
ORD10040,P106,Desk,Furniture,3,19157.19,57471.57,20,45977.26,-1111.89,15696.38
ORD10041,P107,Notebook,Stationery,5,37582.38,187911.9,0,187911.9,62044.72,25173.44
ORD10041,P100,Laptop,Electronics,1,42245.51,42245.51,5,40133.23,14118.6,26014.63
ORD10041,P105,Office Chair,Furniture,1,21353.28,21353.28,15,18150.29,15.78,18134.51
ORD10042,P108,Pen Pack,Stationery,5,24863.87,124319.35,15,105671.45,18292.61,17475.77
ORD10042,P100,Laptop,Electronics,4,44999.8,179999.2,10,161999.28,58090.63,25977.16
ORD10042,P108,Pen Pack,Stationery,5,29029.59,145147.95,20,116118.36,34235.33,16376.61
ORD10043,P105,Office Chair,Furniture,3,44427.17,133281.51,15,113289.28,35600.19,25896.36
ORD10043,P102,Keyboard,Electronics,4,39110.01,156440.04,10,140796.04,25306.71,28872.33
ORD10043,P103,Monitor,Electronics,3,15032.35,45097.05,5,42842.2,7322.69,11839.84
ORD10044,P101,Mouse,Electronics,1,14965.18,14965.18,5,14216.92,4090.76,10126.16
ORD10045,P100,Laptop,Electronics,3,23861.5,71584.5,5,68005.27,27269.52,13578.58
ORD10045,P109,USB Drive,Accessories,5,24042.12,120210.6,20,96168.48,16290.24,15975.65
ORD10045,P106,Desk,Furniture,2,14553.62,29107.24,15,24741.15,33.86,12353.64
ORD10046,P104,Headphones,Electronics,5,34943.12,174715.6,10,157244.04,33417.1,24765.39
ORD10047,P101,Mouse,Electronics,5,1475.55,7377.75,15,6271.09,64.02,1241.41
ORD10047,P109,USB Drive,Accessories,1,308.22,308.22,20,246.58,-2.53,249.11
ORD10048,P105,Office Chair,Furniture,3,18516.33,55548.99,5,52771.54,22028.27,10247.76
ORD10049,P108,Pen Pack,Stationery,2,37070.55,74141.1,15,63019.94,6211.8,28404.07
ORD10049,P104,Headphones,Electronics,5,40147.16,200735.8,10,180662.22,29204.43,30291.56
ORD10049,P102,Keyboard,Electronics,1,35329.44,35329.44,10,31796.5,6674.05,25122.45
ORD10050,P100,Laptop,Electronics,2,19271.63,38543.26,20,30834.61,6550.52,12142.04
ORD10051,P109,USB Drive,Accessories,1,40448.42,40448.42,20,32358.74,2334.34,30024.4
ORD10051,P108,Pen Pack,Stationery,5,46463.77,232318.85,0,232318.85,96768.78,27110.01
ORD10052,P100,Laptop,Electronics,3,24811.59,74434.77,0,74434.77,23787.15,16882.54
ORD10053,P102,Keyboard,Electronics,2,41423.55,82847.1,15,70420.04,13577.23,28421.41
ORD10054,P109,USB Drive,Accessories,3,32698.43,98095.29,5,93190.53,11168.67,27340.62
ORD10054,P108,Pen Pack,Stationery,5,41425.6,207128,15,176058.8,7714.3,33668.9
ORD10054,P109,USB Drive,Accessories,5,43676.66,218383.3,15,185625.81,48259.06,27473.35
ORD10055,P106,Desk,Furniture,5,16612.61,83063.05,20,66450.44,8291.7,11631.75
ORD10056,P106,Desk,Furniture,3,2545.44,7636.32,20,6109.06,1499.81,1536.42
ORD10057,P100,Laptop,Electronics,3,28458.61,85375.83,0,85375.83,15044.22,23443.87
ORD10057,P100,Laptop,Electronics,5,39087.1,195435.5,20,156348.4,-2180.19,31705.72
ORD10057,P103,Monitor,Electronics,2,26407.8,52815.6,5,50174.82,16397.48,16888.67
ORD10058,P104,Headphones,Electronics,3,894.53,2683.59,5,2549.41,559.03,663.46
ORD10059,P101,Mouse,Electronics,5,858.22,4291.1,15,3647.44,503.39,628.81
ORD10059,P109,USB Drive,Accessories,2,45702.67,91405.34,10,82264.81,27800.78,27232.02
ORD10059,P106,Desk,Furniture,4,48751.86,195007.44,20,156005.95,4143.27,37965.67
ORD10060,P109,USB Drive,Accessories,5,795.16,3975.8,5,3777.01,946.98,566.01
ORD10061,P109,USB Drive,Accessories,1,21704.71,21704.71,0,21704.71,4697.16,17007.55
ORD10062,P109,USB Drive,Accessories,1,41210.64,41210.64,10,37089.58,7866.86,29222.72
ORD10063,P107,Notebook,Stationery,5,38855.28,194276.4,15,165134.94,58249.59,21377.07
ORD10064,P108,Pen Pack,Stationery,5,20497.42,102487.1,0,102487.1,36152.65,13266.89
ORD10064,P106,Desk,Furniture,5,27587.67,137938.35,0,137938.35,61266.28,15334.41
ORD10065,P100,Laptop,Electronics,1,36589.65,36589.65,0,36589.65,6266.72,30322.93
ORD10066,P108,Pen Pack,Stationery,4,42242.43,168969.72,15,143624.26,6147.7,34369.14
ORD10067,P105,Office Chair,Furniture,5,17156.11,85780.55,15,72913.47,4331.95,13716.3
ORD10067,P105,Office Chair,Furniture,2,12236.67,24473.34,0,24473.34,8755.23,7859.05
ORD10067,P108,Pen Pack,Stationery,5,30005.71,150028.55,20,120022.84,34900.01,17024.57
ORD10068,P100,Laptop,Electronics,5,44507.24,222536.2,10,200282.58,19270.99,36202.32
ORD10068,P102,Keyboard,Electronics,2,48256.88,96513.76,5,91688.07,11187.41,40250.33
ORD10068,P101,Mouse,Electronics,2,31896.52,63793.04,0,63793.04,27067.64,18362.7
ORD10069,P100,Laptop,Electronics,5,20477.76,102388.8,15,87030.48,15788.65,14248.37
ORD10070,P103,Monitor,Electronics,4,31026.59,124106.36,5,117901.04,47065.63,17708.85
ORD10071,P105,Office Chair,Furniture,5,41604.29,208021.45,20,166417.16,4538.89,32375.65
ORD10071,P108,Pen Pack,Stationery,5,40122.28,200611.4,5,190580.83,34154.02,31285.36
ORD10071,P109,USB Drive,Accessories,3,31756.43,95269.29,20,76215.43,20147.79,18689.21
ORD10072,P105,Office Chair,Furniture,3,46374.93,139124.79,20,111299.83,14944.13,32118.57
ORD10073,P107,Notebook,Stationery,4,27677.53,110710.12,0,110710.12,31558.91,19787.8
ORD10073,P108,Pen Pack,Stationery,5,13955.72,69778.6,10,62800.74,18873.93,8785.36
ORD10073,P102,Keyboard,Electronics,4,40771.93,163087.72,20,130470.18,-1913,33095.8
ORD10074,P109,USB Drive,Accessories,2,2598.61,5197.22,15,4417.64,899.43,1759.11
ORD10074,P108,Pen Pack,Stationery,4,9261.96,37047.84,20,29638.27,6907.96,5682.58
ORD10074,P105,Office Chair,Furniture,5,5119.31,25596.55,5,24316.72,6097.38,3643.87
ORD10075,P103,Monitor,Electronics,2,40722.64,81445.28,5,77373.02,14743.28,31314.87
ORD10076,P107,Notebook,Stationery,2,12848.88,25697.76,15,21843.1,6158.59,7842.25
ORD10076,P109,USB Drive,Accessories,3,37922.91,113768.73,0,113768.73,40556.86,24403.96
ORD10077,P100,Laptop,Electronics,3,25028.24,75084.72,5,71330.48,7617.73,21237.58
ORD10077,P104,Headphones,Electronics,2,236.32,472.64,0,472.64,120.54,176.05
ORD10077,P102,Keyboard,Electronics,5,40763.34,203816.7,0,203816.7,64929.88,27777.36
ORD10078,P101,Mouse,Electronics,3,12629.15,37887.45,15,32204.33,5483.34,8907
ORD10079,P102,Keyboard,Electronics,2,3352.61,6705.22,20,5364.18,1432.9,1965.64
ORD10080,P103,Monitor,Electronics,1,18016.51,18016.51,5,17115.68,5992.12,11123.56
ORD10081,P109,USB Drive,Accessories,2,13557.73,27115.46,20,21692.37,4028.66,8831.85
ORD10082,P102,Keyboard,Electronics,1,15847.38,15847.38,5,15055.01,3542.01,11513
ORD10082,P108,Pen Pack,Stationery,3,39490.04,118470.12,5,112546.61,39209.53,24445.69
ORD10082,P104,Headphones,Electronics,5,48166.65,240833.25,20,192666.6,44297.61,29673.8
ORD10083,P101,Mouse,Electronics,4,30192.94,120771.76,0,120771.76,51775.1,17249.16
ORD10084,P108,Pen Pack,Stationery,4,46215.48,184861.92,0,184861.92,48187.79,34168.53
ORD10084,P107,Notebook,Stationery,3,10526.69,31580.07,20,25264.06,5726.02,6512.68
ORD10085,P106,Desk,Furniture,5,33480.63,167403.15,15,142292.68,4749.9,27508.56
ORD10085,P107,Notebook,Stationery,1,11007.27,11007.27,15,9356.18,463.51,8892.67
ORD10086,P100,Laptop,Electronics,2,42857.39,85714.78,15,72857.56,23892.37,24482.59
ORD10087,P104,Headphones,Electronics,1,8846.87,8846.87,10,7962.18,2464.72,5497.46
ORD10088,P101,Mouse,Electronics,4,7428.79,29715.16,20,23772.13,1465.16,5576.74
ORD10089,P103,Monitor,Electronics,1,27380.26,27380.26,15,23273.22,6454.32,16818.9
ORD10089,P103,Monitor,Electronics,1,7517.37,7517.37,0,7517.37,3084.43,4432.94
ORD10089,P100,Laptop,Electronics,3,9970.59,29911.77,0,29911.77,5065.43,8282.11
ORD10090,P103,Monitor,Electronics,1,9085.36,9085.36,0,9085.36,2531.97,6553.39
ORD10090,P103,Monitor,Electronics,2,10027.98,20055.96,15,17047.57,3172.83,6937.37
ORD10090,P106,Desk,Furniture,2,38144.75,76289.5,15,64846.07,4929.38,29958.35
ORD10091,P105,Office Chair,Furniture,4,9538.77,38155.08,5,36247.33,6019,7557.08
ORD10091,P107,Notebook,Stationery,2,4422.72,8845.44,0,8845.44,3475.17,2685.13
ORD10091,P109,USB Drive,Accessories,1,7026.2,7026.2,10,6323.58,2254.85,4068.73
ORD10092,P106,Desk,Furniture,3,36660.26,109980.78,20,87984.62,13272.99,24903.88
ORD10093,P100,Laptop,Electronics,5,11757.97,58789.85,10,52910.86,13105.81,7961.01
ORD10093,P102,Keyboard,Electronics,5,43187.65,215938.25,20,172750.6,23730.02,29804.12
ORD10094,P109,USB Drive,Accessories,5,31731.66,158658.3,15,134859.55,12895.3,24392.85
ORD10094,P106,Desk,Furniture,3,12121.34,36364.02,5,34545.82,7199.74,9115.36
ORD10094,P104,Headphones,Electronics,3,21441.2,64323.6,0,64323.6,9954.11,18123.16
ORD10095,P105,Office Chair,Furniture,4,19683.06,78732.24,15,66922.4,21295.07,11406.83
ORD10095,P101,Mouse,Electronics,4,21588.82,86355.28,15,73401.99,15476.04,14481.49
ORD10095,P101,Mouse,Electronics,1,3840.11,3840.11,10,3456.1,953.15,2502.95
ORD10096,P105,Office Chair,Furniture,5,12115.4,60577,5,57548.15,8571.54,9795.32
ORD10096,P108,Pen Pack,Stationery,1,37097.67,37097.67,20,29678.14,6507.05,23171.09
ORD10096,P104,Headphones,Electronics,3,49258.81,147776.43,10,132998.79,43289.24,29903.18
ORD10097,P101,Mouse,Electronics,4,48786.99,195147.96,20,156118.37,22523.19,33398.8
ORD10097,P102,Keyboard,Electronics,1,47809.83,47809.83,15,40638.36,8291.93,32346.43
ORD10098,P106,Desk,Furniture,2,22900.04,45800.08,5,43510.08,14492.82,14508.63
ORD10099,P103,Monitor,Electronics,3,45865.47,137596.41,20,110077.13,24087.36,28663.26
ORD10100,P107,Notebook,Stationery,4,26551.39,106205.56,10,95585,7755.16,21957.46
